	Unnamed: 0	sentence	sentiment	translation
1489	1489	Ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo  Ennalum njn Kannan pokkum Karanam ente RS 100 kedakkate padathinu	negative	Ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo Ennalum njn Kannan pokkum Karanam ente RS 100 kedakkate padathinu
1490	1490	Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu	positive	Eee picture adhar ayirikum enthoke suspense hide irikunu
1491	1491	LALETTAN fan Anu  ennalum  IKKA  NiNGAL  vere LEVEL	positive	LALETTAN fan Anu ennalum IKKA NiNGAL vere LEVEL
1492	1492	polich ikkkkkkaaaaaaaaaa  kola maaaaaaaaaaas  marana maaaaaaaaaaaaas  triple maaaaaaaaaaaaaaas	positive	polich ikkkkkkkaaaaaaaaa kola maaaaaaaaaaaas marana maaaaaaaaaaaaaas triple maaaaaaaaaaaaaaaas
1493	1493	Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella	negative	Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella
1494	1494	Dislike chydha appa illaathavanmmaar bloody fools	negative	Dislike chydha appa illaathavanmmaar bloody fools
1495	1495	Live nalathupoleee umbichuuu koray net kalanjuuui	negative	Live nalathupoleee umbichuuu koray net kalanjuuui
1496	1496	Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	positive	Vaan Trailer .... laleeta nigga Oru jinn Aanu ketto.....bass voice
1497	1497	Ee padam vijayikummennu orruppullavar adi oru like	positive	Ee padam vijayikummennu orruppullavar adi oru like
1498	1498	Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa	positive	Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa
1499	1499	Laleetanu ikka fansite  Best of luck	positive	Laleetanu ikka fansite Best of luck
1500	1500	ethra trolliyaaaalum eee trailer oru sambavaaayindee	positive	ethra trolliyaaaalum eee trailer oru sambavaaaayindee
1501	1501	Filim kandapol onnu koodi trailer kannanam ennu thonni...ettan mass ka bap	positive	Film kandapol onnu koodi trailer kananam ennu thonni...ettan mass ka bap
1502	1502	Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee	negative	Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee
1503	1503	Viswasam Pola irukkunu Adi poli congratulations	positive	Viswasam Pola irukku Adipoli congratulations
1504	1504	Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....	positive	Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari….
1505	1505	Oh enna kondu vayya I am katta waiting	positive	Oh enna kondu vayya I am katta waiting
1506	1506	Maduraraja enna comedy padam 300Kodi varum	positive	Maduraraja enna comedy padam 300Kodi varum
1507	1507	Ikka         L V  U	positive	Ikka L V U
1508	1508	Ineeem ineem poy kanan thonnuvaaa	positive	Ineeem ineem poy kanan thonnuvaaa
1509	1509	Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta	positive	Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer Tnx rajuveta
1510	1510	August 8 ee padam powder powdered avum yennu vecha podi podikkkunn i am writing kalki	positive	August 8 ee padam powder powdered avum yennu vecha podi podikkkunn i am writing kalki
1511	1511	Mammookka porichu...salim kumarinte comedy kalakki	positive	Mammookka porichu...salim kumarinte comedy kalakki
1512	1512	Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..	positive	Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..
1513	1513	gopi anna polichu bgm BIG B ku shesham  veendum kidu	positive	gopi anna polichu bgm BIG B ku shesham veendum kidu
1514	1514	Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum	positive	Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum
1515	1515	Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...	positive	Poliche...ithoru poli polikkum...laletta ingalu muthaanu...
1516	1516	Njan oru lalettan fan alla but ee teaser orupadishtamayi	positive	Njan oru lalettan fan alla but ee teaser orupadishtamayi
1517	1517	katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.	positive	kattttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.
1518	1518	Kidukkii mammukaaa kidukii odukathe mass bgm	positive	Kidukkii mammukaaa kidukii odukathe mass bgm
1519	1519	Ente ponno pwoli super raju etta lalettan	positive	Ente ponno pwoli super raju etta lalettan
1520	1520	pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa	positive	pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa
1521	1521	Katta waiting 28  FDFS  SON OF DEVIL	positive	Katta waiting 28 FDFS SON OF DEVIL
1522	1522	Adaaar adaaar adaaaar what a trailer it was damn	positive	Aadhaar aadhaar aadhaar what a trailer it was damn
1523	1523	Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure	positive	Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure
1524	1524	Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley	positive	Nte ponnnikkka ingal njgal fansin oru oyivum tharillley
1525	1525	Kitti njangalak njagade aa pazhaya lalettane thirichu kitti	positive	Kitti njangalak majarde aa pazhaya lalettane thirichu kitti
1526	1526	Ithokke cheyyumpo mamookkakku	positive	Ithokke cheyyumpo mamookkakku
1527	1527	iyalith verthe parayuvaan puthumukha samvidhayakan aanenn	positive	iyalith verthe parayuvaan puthumukha samvidhayakan aanenn
1528	1528	degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!	neutral	degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!
1529	1529	Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam	positive	Table 7.30.k eneete pade repeat adich kanunnavark othu koodan ulla sthalam
1530	1530	Triple strong aane makkale rajayum rajayude pillerum	positive	Triple strong aane makkale rajayum rajayude pillerum
1531	1531	Sunny chechiye Kannan vannavar Eveda onnu like adukku.	positive	Sunny chechiye Kannan vannavar Eveda onnu like adukku.
1532	1532	AGE is A just number  pakka herooooo	positive	AGE is A just number pakka herooooo
1533	1533	Kidukkachi  ...katta waiting 4 Pooram....vijil polichu	positive	Kidukkachi ...katta waiting 4 Pooram....vijil polichu
1534	1534	Love u lalettaaa ... prithviraj	positive	Love u lalettaaa ... prithviraj
1535	1535	ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM	positive	ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM
1536	1536	Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu	neutral	Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu
1537	1537	Padam kandavarude pradhana preshanam endhennal...     Veendum veendum padam kanan thonnum  addicted! L	positive	Padam kandavarude pradhana preshanam endhennal... Veendum veendum padam kanan thonnum addicted! L
1538	1538	Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam	positive	Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam
1539	1539	E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam	positive	E padam polikkum allee mammookkaa fans nammakullathaaanu e padam
1540	1540	last le aa idi ntammooo Range saanam	positive	last le aa idi ntammooo Range saanam
1541	1541	Bb sure... katta ikka fan.. fdfs locked	positive	Bb sure... katta ikka fan.. fdfs locked
1542	1542	polichu kidu bgm suspense niracha kidilan trailer	positive	polichu kidu bgm suspense niracha kidilan trailer
1543	1543	Lalettan paranjakond vannu kandu istappettu like adichu pokunnu	positive	Lalettan paranjakond vannu kandu istappettu like adichu pokunnu
1544	1544	Aduta 200 Cr club movie for lalattan	positive	Aduta 200 Cr club movie for lalattan
1545	1545	Huge support kanaum alla lalettan fanail ninum.	positive	Huge support kanaum alla lalettan fanail ninum.
1546	1546	Kollam. Short film polend. Vere vallo panikkm po man	negative	Kollam. Short film poland. Vere vallu panikkm po man
1547	1547	Marana mass lalettan fan aanennu parayumbol abhimaanam..	positive	Marana mass lalettan fan aanennu parayumbol abhimaanam..
1548	1548	Romanjifikation katta waiting lalletan fan dubaiiiiiii	positive	Romanjifikation katta waiting lalletan fan dubaiiiiiii
1549	1549	Madhuramilatha raja ettadi mari ith item vereya LUCIFER	negative	Madhuramilatha raja ettadi mari ith item vereya LUCIFER
1550	1550	#mamangam 2019 It will be an epic. Mammukka uyir	positive	#mamangam 2019 It will be an epic. Mammukka uyir
1551	1551	10 l kudutal tavane kandavar arokke und	positive	10 l kudutal tavane kandavar arokke und
1552	1552	Bro full support rock man allel	positive	Bro full support rock man allele
1553	1553	Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh	negative	Aaaro paranj cheyyipikunnadh pole rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh
1554	1554	Ente ponno our reksha illa ...  Nammade ettan powlichu	positive	Ente ponno our reksha illa ... Nammade ettan powlichu
1555	1555	Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU	neutral	Trailer KOLLAM KOLAMASS ... PAKSHE KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU
1556	1556	Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..	positive	Oru onnonnara item varunnundu ready ayi ko makale...loving mammookka..
1557	1557	Ee padam  mammootyiku  kodukanam  ithilum adipoli ayirikkum    Pakshe  ivide mandatharam sambavichu  kashttamayipoyi	negative	Ee padam mammootyiku kodukanam ithilum adipoli ayirikkum Pakshe ivide mandatharam sambavichu kashttamayipoyi
1558	1558	Ikka polichu movie Si Mani sir	positive	Ikka polichu movie Si Mani sir
1559	1559	Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan	positive	Lucifer Lalettan polikkumm Kerala Abhimanam Lalettan
1560	1560	petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay	neutral	petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay
1561	1561	Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.	negative	Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.
1562	1562	Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah	positive	Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah
1563	1563	Evideyo KGF orma varunathu eniku matramano!! 🤔 Music aano...story oralde maranavum villan marde ennavum.. entho..	neutral	Evideyo KGF orma varunnathu enikku matramano!! 🤔 Music aano...story oral de maranavum villan marde ennavum.. entho..
1564	1564	90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla	positive	90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla
1565	1565	Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano	neutral	Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano
1566	1566	Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe	positive	Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entertainer rajuetta.. Muthe
1567	1567	Kolla mass trailer  By lalletan fan	positive	Kolla mass trailer By lalletan fan
1568	1568	152k views in 38 minutes 107k likes. Lalettan magic	positive	152k views in 38 minutes 107k likes. Lalettan magic
1569	1569	Ethu polikum njanumanta family realsinta annu thana pokum	positive	Ethu polikum njanumanta family realsinta annu thana pokum
1570	1570	Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്	positive	Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan... Prithiraj
1571	1571	enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa	negative	enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa
1572	1572	Trailer vere level last 30 seconds no reksa	positive	Trailer vere level last 30 seconds no reksa
1573	1573	Lucifer ....	positive	Lucifer
1574	1574	Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai	negative	Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai
1575	1575	malayala cinima ellam hollywood level ayo oh my god	positive	malayalam cinema ellam hollywood level ayo oh my god
1576	1576	Trailor kandappil padam pottumennu urappayi	negative	Trailer kandappol padam pothumennu urappayi
1577	1577	Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu	positive	Oru vayasaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu
1578	1578	Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla	negative	Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arumilla
1579	1579	teaser vanapo nala pratheksha ayirunu trailer athu kalanju	negative	teaser vanapo nala pratheksha ayirunu trailer athu kalanju
1580	1580	Mass kaanikkan lalettante kazhinje ullo aarum annum innum	positive	Mass kaanikkan lalettante kazhinje ullo aarum annum innum
1581	1581	Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty	negative	Kandit madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty
1582	1582	ennum eppozhum...... ikka ore pole..... double strong	positive	ennum eppozhum...... ikka ore pole..... double strong
1583	1583	E movie  super hitt urappa	positive	E movie super hit urappa
1584	1584	Pwoli... By a katta lallettan fan	positive	Pwoli... By a katta lallettan fan
1585	1585	Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	positive	Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
1586	1586	oh my god this is superbbbbb	positive	oh my god this is superbbbbb
1587	1587	Pwoliiiiii mammookka oru rekshem illa.. Best wishes	positive	Pwoli Iii mammootty oru rakshayum illa.. Best wishes
1588	1588	Classum massum cherna oru onnonnara item	positive	Classum massum cherna oru onnonnara item
1589	1589	Oru yugam bharicha chakravarthiyude randam udayam	positive	Oru yugam bharucha chakravarthi yude random udayam
1590	1590	evannkk onnum vere pani ille poyy pani nokk ikka	negative	evannkk onnum vere pani ille poyy pani nokk ikka
1591	1591	Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..	positive	Maarkam.... Trailer kandittu bhayankara expectations aanu... Movie adu keep cheyyanam..
1592	1592	Ikkaa fansinu hridhayathil sookshikkan.... Hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...	positive	Ikkaa fansinu hridhayathil sookshikkan.... Hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...
1593	1593	ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   Abrahaminte Santhathikal Kidu Status Video     Max	positive	This mass is not death mass ... Abrahaminte Santhathikal Kidu Status Video Max
1594	1594	14k dislike adicha oolakalk naduviral namaskaram	negative	14k dislike adicha oolakalk naduviral namaskaram
1595	1595	Ith dislike adicha polayadii makkalkk kunna namaskkaram	negative	Ith dislike adicha polayadii makkalkk kunna namaskkaram
1596	1596	Ikka da makale set traler nxt hit for ikka 4 ina row now	positive	Ikka da makale set traler nxt hit for ikka 4 ina row now
1597	1597	Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan	positive	Ente ponnooo marakam iyyyoooo goosebumps Kathirippinte kolamass trailer Poli kidu kidolokidilan
1598	1598	Ithinum dislike adikkunnavar enth kanditta enne ariyilla..	negative	Ithinum dislike adikkunnavar enth kanditta enne ariyilla..
1599	1599	Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund	negative	Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund
1600	1600	Malayala sinimayile ore oru rajav ikka muthan	positive	Malayala sinimayile ore oru rajav ikka muthan
1601	1601	adipoli trailer . waiting madura raja	positive	adipoli trailer waiting madura raja
1602	1602	Trailer kidukki  By a lalettan fan	positive	Trailer kidukki By a lalettan fan
1603	1603	Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla	positive	Ettanta aniyanmarude vaka all the best ... ikka oru rakshayum illa
1604	1604	Idakkidakk vannu romaanjam kollunnavar like adi	positive	Idakkidakk vannu romaanjam kollunnavar like adi
1605	1605	Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...	positive	Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...
1606	1606	Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗	positive	Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗
1607	1607	Katta waitinggg....  lalettaaaaaaa.... Luv u so much..	positive	Katta waitinggg.... lalettaaaaaaa.... Luv u so much..
1608	1608	Ayyo 11 vare wte  cheyyanamalloo	negative	Ayyo 11 vare wte cheyyanamalloo
1609	1609	Madhraraja  ith ikkem ikkade pillerum pwolichadakkum	positive	Madhraraja ith ikkem ikkade pillerum pwolichadakkum
1610	1610	Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam	negative	Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam
