	sentence	sentiment
1762	Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE	positive
1763	30 min 400k view adichu makkale🤩🤩🤩	positive
1764	Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.	negative
1765	All the best ikkaa nalloru padam avatte madura raja	positive
1766	Ikka.....   unni ettan    Ellarum polichutta	positive
1767	Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass	positive
1768	Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan	positive
1769	0:30 Theatre ilaki mariyan povunna scene 🤗🤗	positive
1770	padam vere level aanu  big B ye kaalum mass aanu	positive
1771	Trailer kanditu mammooka veendum karayipikum ennu thonunu	positive
1772	ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum	positive
1773	Wawu..variety ayitt ind.. oru korean movie level..	positive
1774	lalettan masssda vyara lavala athukum myaley I love you laletta..	positive
1775	Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king	positive
1776	Kidilam theme  Padam theatril kandrikum #lalettan fan	positive
1777	mollywoodin thala uyarthan  mammookkayude vaka puthiya oruitem koodi     mammookka fan like adi	positive
1778	vere level....anne Ikka hatrick adikkummm.......ee  movie katta waiting.....vaishak sir	positive
1779	Polichu katta wait mamooka fans adi   like	positive
1780	Ente ponnoo ijjathii marana masss	positive
1781	Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen	positive
1782	Make up kurach koodiyo enn oru doubt	neutral
1783	Polichu machane Lucifer ellarum kananam .	positive
1784	I lik both lalettan and ikka  madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu	positive
1785	Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu	positive
1786	Trailer kollam pakshe annu blouse undayirunno	neutral
1787	ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan	positive
1788	Visual treat enu parnja dhe idhan. Mammooka	positive
1789	Nice trailer but manju again	neutral
1790	Njan mathramano e trailer onnil adhikam thavana kandath	positive
1791	Dislike adiche  jimitttan fans n	negative
1792	ee trailaril ake oru bore ullu.....shajoninte oru shot....pulli kattil appiyidan irickunna oru feel...........	neutral
1793	oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later	negative
1794	Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk	positive
1795	Olaaaa   oooola  oooole	negative
1796	Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu	positive
1797	Ithu vere level Padam aayirikkum . Enthaayalum Madhura Raja pole valiya oru vijayam aakatte	positive
1798	Dis like addichavark ende vaka naduviral namaskaram	negative
1799	Now 5.2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo  Andha bayam irukkanam	neutral
1800	aa dislike  mikkathum  mohan lal fans aayirikkum	negative
1801	nyz .padam polikkumhikka with akka ishtamh	positive
1802	Fan fight alla malayaligalkulla abhimanam avattee	positive
1803	alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘	positive
1804	Trailer release aakunnathinu munnae 1.3k dislike ooo	negative
1805	Hype kurakan Samthikoolla alle?   Ijjathi ittems oke irakiyal engane hype illathirikum.	positive
1806	Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...	negative
1807	DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............	positive
1808	Padam kandittu  Vannavaradi  Oru kidukaachi Box office Karakkiyadi  Like	positive
1809	Enna masss  bgm  Gopi sunder BMG's  vere level	positive
1810	Enallum pandu nasirum jayanum filmsintoru feel kittunilla new charithra cinemagalku sheriyalle	neutral
1811	Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu	positive
1812	FDFS  for sure samshayam venda	positive
1813	Trailer adipoli anne paranjal pora vere levala	positive
1814	Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta	positive
1815	Uff. Oru rakshayumilla. 6 thavana kandu. Pwoli. Ikka mass	positive
1816	Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum	negative
1817	Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum	neutral
1818	Venda kutaaa... Urutaaam.....  Tovino ishtam🥰 Katta waiting	positive
1819	Katt waiting far lalattan far lusifer	positive
1820	Become an arjun asokaN fan. .. padam kalakki	positive
1821	Ettante look oru rakshayilla..... Chumma kasarii....	positive
1822	Keep going mammukka....  katta waiting...	positive
1823	Chaadi vettal kurach over aayo ennoru doubt	neutral
1824	Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....	negative
1825	Love From #Mamookka Fan..Ee padam pwolikkum..#Katta_waiting..Rajuvetta Enta Romam okke enittu ninnu breakdance kalikunnu..	positive
1826	Pakka mass..... Ikkka heavy    Bgm pwolich	positive
1827	Inganeyumundo pottanmaar... Pramukhanmaar... FAN made aanu hey.... Ha ha	negative
1828	Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka	positive
1829	Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil	positive
1830	Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte	positive
1831	Adipoli trailer lalettan faninte ella supportum undakum ikka kiduki	positive
1832	Laleetanu ikka fansite  Best of luck	positive
1833	1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe	positive
1834	Da ikka da mass da ikka ummmaaaa	positive
1835	Ellarm polikkattee.. ikka unnimukundan Prachi tehlan achuthan...fanism marann ellarm e padam kanumenn pratheekshikkunnu	positive
1836	ee  vishu lucifer  angu eduthu ennn paranjekkan paranju	positive
1837	Makkalee boxoffice pottitherikkan pokunnu.. katta waiting	positive
1838	Newton enna hindi cinema orma varunnu	neutral
1839	Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee	negative
1840	Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka	positive
1841	Haters noke kurachu kanjii edukatte..  Pakkaa mass	positive
1842	Ithanu njngak ishtamm olla mammooka..padam hit avatte..from an ettan fan	positive
1843	0:46   vere level scene	positive
1844	Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale	negative
1845	Raju ettan I'll . Raju ettan ilangil or ith indavilla	neutral
1846	eee mammunnikk 10 million onnum ethikkaanulla traniyilla	negative
1847	Dislike adicha thayolikal etha vaaaa...ithu polorennam kandittu dislike adikkan thonniyallo	negative
1848	aaraadaa dis like adichathe hae .da da da	negative
1849	Dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar..	negative
1850	Dislike adikan vendi mathram trailer kanunna kure vanangalu	negative
1851	Kidu item ikka ith trendigil vannirikum	positive
1852	laletan ennum anganeya pwolichadakkum athan laletan	positive
1853	Raja 100cr adikkumenn urappullavar like adikk	positive
1854	Eee onam lalettanum pillerum agu eduthu	positive
1855	Ettanu njngal vijay fansinde vaka vijayashamsakal	positive
1856	oru rakshayillaaaaaaaaaaa . mass nte extreme	positive
1857	Heavy Waiting	positive
1858	Ee role cheyan Lalettan mathrame pattu!	positive
1859	Goosebumps  kidilan trailer  #FDFS #GAMECHANGEROFMOLLYWOOD	positive
1860	Kuru pottikkan aarum varanda...ith vere level aan makkale	negative
1861	alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano	positive
1862	Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot	positive
1863	feels more like a tamil telugu masalappadam.. pokkiriraja comedy aayirunnu highlight.. ithil athum illennu thonunnu... trailer nirashapeduthi...	negative
1864	Enth parayana ...pwolich adukki Bgm Vera level	positive
1865	Rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam	neutral
1866	Ikkaye big screenil kaaanaaan katta waiting... Ikka anbe	positive
1867	Myr guhan nnthuva  ee kattunnath🤣	negative
1868	Indian cinimayil mamankathe vellan anoruttan Vere janikanam	positive
1869	Oru janathayude nayakan megastar ammmukka in&as hollywood level movie	positive
1870	Ikka haters onn ood kandam vazhy....	negative
1871	Veree leval mommukkaaaaa marana maaaas	positive
1872	Dislike adicha mamookante  fanse odu myrukale	negative
1873	Ithentha big b remakeoo Ennayaalum maassssss item annn mammuka vere level	positive
1874	Malayala cinemayude range maatti rachikkuvaan pokunna mamanga maholsavathinu thiri koluthi waiting for NOV 21 #MAMMOOKKA #MAMANGAM #FDFS	positive
1875	Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	neutral
1876	Lalettan kiduki ithu verum mass alla marana mass   FDFS ne pwolikane......  Appo engane ettan fans	positive
1877	Trailer igane aanekil	positive
1878	Yethanu trailer trendigil varaathath vaishaketta nigal kaanunille	negative
1879	Ithine okke anu trailer ennu parayunnathu	positive
1880	Kidu  Lucifer  A10	positive
1881	Kola masss item lalettan polichu	positive
1882	Mass uff no reksha ingale powliyaane lalettaaaaaa lb u	positive
1883	1st show  njaan ang edukkuvaaa	positive
1884	Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu	positive
1885	Dislike adichu de grade cheyyamennathu mohamalla setanmare..vyamoham	negative
1886	Ikka Ella malayalikaludeyum ahangaramaya vigaramanu . love uuuuuuuuuuuuuuuuuuuuuuuu ikkakkaa	positive
1887	Suraaj ettan last dialogue very funny	positive
1888	Trailer adipoli ayyi but yevedokko pulimurugan feal vannille	neutral
1889	padam ennum kandu  eppazum kannan thonunna padam	positive
1890	Schoolile pillare kandille thaadiyum meeshayum okke undllo 🤔	neutral
1891	Once a king	positive
1892	Trailer iragunnathinu mumba dislike adikkunnavarkk Naduviral namskkaram	negative
1893	Trailer ishtapettu like ittitundu .  . . .  .june 14 kanam    . .	positive
1894	Njan lalettan fan aaanu Enthayalum mammukkaa polikkatte  വിജയാശംസകൾ	positive
1895	Ikaa!!  Velya promotiononum nilkathey abhinayikunna padankal hitakunna maanthrikan !!	positive
1896	Gangster vannu thakarthu ini monsterinte oozham #L	positive
1897	Mammooka back ennu payunna comments nodu : eka evideyum poyitilla thirichuvaran.	neutral
1898	Villan aayi Suresh Gopi venam aayirunnu	neutral
1899	Trailer kandu lalettaa Cinema super hit avum all the best to you lalettaa	positive
1900	Ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa	positive
1901	ithil dislike adichavarkkellam ente naduviral namaskkaram	negative
1902	Ufff  kidukkachi nalla rich feel	positive
1903	mammookka uff ijjathy trailer..romanjam mathram !	positive
1904	Oru rakshayum illa trailer pwolichi  padam maximum theatril thanne poi kanaan nokkum Mohanlal fan	positive
1905	Villain polichu Malayalam movieyil njan ivane polore villane kandittillla	positive
1906	Muriv etta simhathinde shwasam garjanethakal bhayangaram ayirunu. Ijjathi comeback. Kanji chodichavark biriyani koduthu prithvi and ettan.   /\	positive
1907	malayalam film industry ile etavum stylishaayitulla trailer.. LUSIFER	positive
1908	Jayasurya entry ulla bgm   Arjun Reddy pole arkenkilum thonniyoo	neutral
1909	mammookka swantham cinimakalkk pratheeksha nalkarilla but abrahamin nalki	positive
1910	Unda  alla Unda Pori...unda boxofficil pattakam pole pottanja mathi	negative
1911	madhuraraja and lucifer randum 100cr club urrapayi	positive
1912	Malyala cinemaye verey level aakum mamankam	positive
1913	Oru mazhathil okke thalledo commentolikale  Padam irangatte vijayikkatte	neutral
1914	Ikkayude Sound Mathram mathy FDFS urappikan	positive
1915	film putumayulla theme anu. climax adupich kurach clishe aanenkilum padam kollam.	neutral
1916	#powlichu Laletta#	positive
1917	Mammookka Nte Look Vere Level	positive
1918	It's a blockbuster .... prithvi keeeee jai. ....	positive
1919	Ethine dislike adicha nainte makkal eatgaaa	negative
1920	Adipoli bgm and fight scenes super	positive
1921	Padam kandu... Mammokka guest aanenkilum puthya piller pwolich ... Pina action fighting stunts okke vera level eenu	positive
1922	lalettan sound ......................:) :) koothara style tone..	negative
1923	Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal	negative
1924	അടിപൊളി....  ikka fan aaya enik polum romanjam	positive
1925	naale release aakane patto veyya wait cheyyan	positive
1926	Lalettan fan anu. But enk idh fans show kananam. But nadakulla. Ufff mammooka nth looka ah	positive
1927	dileep  first day kaanan pokum family aayitt.. dileepinte cinema aanenn paranjalle..ammayum wifeum cinema kanan varukayullu.. ingane aan pandu muthale..	positive
1928	Rajuaattan na miss cheyyunnu. angilum raja return pwolichu. Mommookka thakarkkum.	neutral
1929	Enthaayalum haters nu rosham theerkkan oru dislike button indayath nannayi..keedangal	negative
1930	Pazassiraja  ennu parannu  chilakunnavar  orkuka athu flop nnu	negative
1931	Odiyan pottum .. Nayika maju anu.. Laletta vere aram kittiyille	negative
1932	Trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in Malayalam movie	positive
1933	Lal fans kurachu kashttapedu unlike adichuuu	negative
1934	Pakshe padam villain movie pole aanuna kelkune emotional thrilling movie aano	positive
1935	idhu kandondu irkumbo romanjam koodi koodi verunnu	positive
1936	entee moone goosebumbs overload raju ettan direction polikum	positive
1937	Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan	positive
1938	Njan satyathil lalettan fana But e Trailer Oru rekshayilla Vera level pwoli	positive
1939	Uff.... ingnethe oru trailer malayalam industryil thanne vannukanilla. Oru rakshayum illa adaar item thanne aann മമ്മൂക്ക	positive
1940	Pwli trailer	positive
1941	Ilka polichuu  pishu  padam polikuma	positive
1942	kollakolli item enne paraju kettate ullu eppol kando first day locked	positive
1943	Orupadu ishtayi..... Nalla oru cinema pratheekshikunnu.... Ellrm kidu ane...	positive
1944	Mammoka varunathu mathram kollam bakki short film polundu	neutral
1945	Daily vann oru pathu thavana engilum repeat adich kaanunnath njn maathramaanoo..	positive
1946	Polichu ..thakarthu.  More 20 time watch..kattaa waiting	positive
1947	Thugs off hindusthaninte visualsum  kunjalimarakarinte audio um ....kollaaam....	neutral
1948	entta ponno vara level  katta waiting	positive
1949	Katta waitingggggg Laletta n' Raju	positive
1950	Malayala cinema odiyanu munnil adiyaravu cheyyunna divasathin vendiyulla kaathiripp	positive
1951	16 nilayil pottum.. serial pole undu trailer.. valla kizhangum parilkkaan poda kovala ...	negative
1952	Rajayum pillerum stronga fourble strong waiting madhuraraja	positive
1953	LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN	negative
1954	Etttaaaaaaaaaaa🤗🤗🤗🤗🤗🤗... U R the real ahangaram 4 ouR mollywooood	positive
1955	simham Thane romanjm nte ambho ndh manushyana ith	positive
1956	I love you Etta Etta fans like addi umma umma	positive
1957	Ethra kandalum oru madukunilla ee trailer	positive
1958	Anna Pwoli   Ufff Maranom Mass Maranom	positive
1959	Ellarum orugi irunno....... Raja returns.... Teaser vannappol youtube cheria parukkukalode rekshapettu . ... Ennal innu chavum..... Waitingg......	positive
1960	Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala	positive
1961	Malayalam cinemmyude talavara mattan povunnaaa item	positive
1962	Kandappol aaa kalagattathil ethiya pole oru feel	positive
1963	Etta padam kandu oru rakshayillatta another 100cr loading	positive
1964	Pulimurugan endhooo evideyo feel cheyunna poley	neutral
1965	oru rkshem illa makkale manikyam aayitulla angathin orungikko	positive
1966	Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##	positive
1967	Aah last superman punch undallo... gives a goosebumpz.. ith  powlikku.	positive
1968	Ingere guhanennokke vilikkunnavarodu onne parayaanullo ingerude ee agil ningal onnukil bedil kaalaneyum kaathu allenkil photo aayi chuvaril	negative
1969	16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane	negative
1970	Mammookka  enna  oru  etha	positive
1971	Njan lalettanu katta fan aan..Pakshe idhile mamukkane Kanan vendi ee trailer etre pravisyam kandunu enik ariyila..Kidu...	positive
