sentence	sentiment	lang_of_words
Sontham ga oka tag title sampadinchalenodi chillar fan 's kuda matladatame 😂 banulsa edhi valla amma babulu choosina gudha tho navvutharu emo #BabulakeBabuKalyanBabu	negative	['te', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
@DeepikaDhonii jeevitham lo nuvu ni babu oka manchi pani chesara ? .. ani radhu cheyadam court lo thanichukovadam alavatu ayipoindi jaggu gadiki	positive	['univ', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te']
Anna uday kiran midha video chay di anna waiting for that	neutral	['te', 'en', 'ne', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'en']
Movie Ithey Pedda Bokka . That 's all .	negative	['ne', 'te', 'te', 'te', 'univ', 'en', 'univ', 'en', 'univ']
Did n't except this kind of dud from Mohankrishna Indraganti	negative	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'ne', 'te']
Do n't give Ur Fucking review . This Movie Is A Golden Gift For Indians 👍	negative	['en', 'en', 'en', 'ne', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
Enno sarlu adiga vampire diaries , originals suggest chey Chari bayya Super series fully adictive	negative	['te', 'te', 'te', 'en', 'en', 'univ', 'en', 'en', 'te', 'te', 'te', 'en', 'en', 'en', 'en']
Bayya Telugu bayya , enti Mari technical ga cheptunnav	positive	['ne', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'te']
Bhayya same forgotten movie copy	neutral	['ne', 'en', 'en', 'en', 'en']
@DPPJRK eee tension lekunda hayiga mandestaru ... Life ante midi ani @RKTwts sir antunaru	positive	['univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'univ', 'en', 'te']
I liked all of them except tharun 's , quite different and interesting ,	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'univ']
@naralokesh Arey prathi daniki CM ni tag chesthav ? ? Mare Nuvu prasinisthunav gaa mare Nuvu inka unavaye ? ? Nuvu prashinisthae matram govt bayapadipothundhe ani statement ichavv ? Adhe ela ?	positive	['univ', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'univ', 'te', 'te', 'univ']
Ilantivi chusinapude manasuku hayyiga untundi . Brothers trending at 1 and 2 😍 😍 #VakeelSaab #Acharya #LaheLahe	positive	['te', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'en', 'univ', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Over excitement tho Chethulu cut cheskoni Blood tho bottu pettadam ilantivi maneyandi this is for all fanbases do n't encourage these type of things Miku antha Blood ekuva unte blood donate cheyandi idhi manchi pani chalamandi suffer avtunaru time ki blood dorakka #NTR	positive	['en', 'en', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'ne', 'en', 'te', 'univ']
@na_aalochanalu Idedo bagndi meeru cheppedaniki opposite jarugutundi .. wise ga vaadukuni pant cheta 150 cheyyinchali 😌	negative	['univ', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'te', 'te', 'en', 'ne', 'univ', 'te', 'univ']
Gadalakonda ganesh 1 half outstanding mass entertainer 2 half comedy emotional entertainer overall film was nice Plus points 1 Varun tej performance 2 pooja hedge emotional performance 3 flashback 4 Music and bgm 5 Story , Screenplay , direction 6 interval 7 climax My rating 10 / 10	positive	['ne', 'ne', 'univ', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'ne', 'ne', 'en', 'univ', 'te', 'en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'univ', 'univ', 'univ']
@revanth_anumula @INCTelangana @INCIndia @RahulGandhi @priyankagandhi @manickamtagore @sushmitadevinc @srinivasiyc @IYCTelangana @IYC @nsui @kcvenugopalmp Revanth manchod ... prasnistadu .... prasninchey gonthu ani Malkangiri Parliamentary constituency lo votlu Adukuntuntey vote vesi gelichina person ... Malla Reddy corruption chestundu antey Ippudu varaku pattinchukoledu . , Revanth Reddy monchodu ye vidanga cheppandi ...	positive	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'ne', 'univ', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'univ', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'ne', 'ne', 'te', 'te', 'te', 'te', 'univ']
Let 's take a moment to appreciate team Thyview . 4 videos in a span of 25-26 hours is not easy .	positive	['univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'univ']
@diehardfanzonly @dhfn2000 Ante ntr ki siggulekunda tdp ki support chestundantav anthena	negative	['univ', 'univ', 'te', 'ne', 'ne', 'te', 'univ', 'ne', 'en', 'te', 'univ']
Em ostadi neku likekodete asalu ?	negative	['te', 'te', 'te', 'en', 'te', 'univ']
@couobanjar iya kak gara2 video viral itu kayaknya . Aku juga logout gaa bisa login padahal lg nntn drakor	negative	['univ', 'te', 'ne', 'ne', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'te', 'en', 'ne', 'en', 'en', 'te', 'univ', 'univ']
Kangen ulangan sama ngerjain tugas 😭 😭 😭 Gue udah selesai jadi gabut banget anjj gaa ada kerjaan 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭	positive	['ne', 'ne', 'univ', 'en', 'te', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
@RamK_92 @Pa1Veera Sir cinemani sale cheukodaniki evaraina hype chese cheppukuntaru but manaki teaser trailer audio odiledi mana decisions manam teesukomane ga .. evadu entha cheta product aina memu daridram ga teesam ani ithe cheppukoru ga	negative	['univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'ne', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Hello all welcome to thyview ☺	positive	['en', 'en', 'en', 'en', 'en', 'univ']
@Prakash99kpv Mass ra 🔥 💥 🔥 Gattiga ichavv ga 🤭 😂 😂	positive	['univ', 'en', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'univ']
Pelli ayyinda Ledandiiiiii Ayite vadile samasye ledu Ibbandi ga undi andi Naku haayiga undi Levandi padipoyela unna Tapakunda andi #8YrsOfGabbarSinghHysteria #VakeelSaab @PawanKalyan	positive	['te', 'ne', 'ne', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ']
Ma Ọnwụ egbu chu ghị Ji ejiri chụ aja , emesịa ọ gaa epuriri Ome . Ụmụ Igbo cheta kwa nụ na Onye ndị iro gbara gburugburu na-eche ndụ ya nche mgbe ọbụ la . #Echezona #Ozoemena	negative	['te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'te', 'en', 'univ', 'en', 'en', 'ne', 'ne', 'ne', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'univ', 'univ', 'univ']
@bumchikbabu vadodara and suraj neku comfort ra haayiga chicken mutton ekkuva undavu kutha muskuni pechi petakunda mekkachu	positive	['univ', 'ne', 'en', 'ne', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@Koratala_fan @tarak9999 vidu ela puttado nuvvu alage putti nattu unnav 💦 💦 . Siggulekunda fake propaganda chesukuntu	negative	['univ', 'univ', 'ne', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'en', 'en', 'te']
@sateesh7383 @Pradeep51982685 @PasagadaPRASHAD @pa1_tweets Miru cbn sanka nakand mana state ni sanga nakinchandi 👍 👍	negative	['univ', 'univ', 'univ', 'univ', 'ne', 'ne', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ']
Super hit movie . S . S thaman bgm audio super ❤ ️ ❤ ️	positive	['en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'univ']
Manchiga family tho chudachu timepass	neutral	['te', 'en', 'te', 'te', 'en']
#DecadeForClassicDarling . Hammayya eppudu hayiga dhammu kottochu trend ayipoyindhi 😎 😎	positive	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ']
Babai ki telugu movies nachav vere languages movies ayithe keka super antadu em cheyalem mana karma	negative	['ne', 'ne', 'te', 'en', 'te', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'ne']
@iam_prashe Era pumka block chesinantha matrana Nik reply vastada ra puuka . Reply ivakapoyina chi kotina sigu lekunda adukuntunav ga 😂 😂 . Inkoncham baga aduko reply vastadi emo . Bii ra pumkesh	negative	['univ', 'en', 'te', 'en', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'ne']
Me voice chala baghundhi andi Almighty garu 👌	positive	['en', 'en', 'te', 'te', 'te', 'en', 'te', 'univ']
@Meliyaputti @katchannaidu Hud hud appudu Titli appudu mevadu ekkada dakkunado andhariki telusulera budankai .. Sahayam gurinchi nee laga troll chesevade matladali thu .. AP lo oxygen leka chanipothunte pakka states ki export cheyadam entrance sigguu lekunda ..	negative	['univ', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'ne', 'en', 'te', 'en', 'te', 'te', 'univ']
But but abd and gayle are greatest batsman in IPL daww Do n't compare with IPL trophies daww Warner did n't contribute anything to SRH team dawww Na M dawww Chillar galu akuva ipotuna main ga ah nitin nka vadi chamcha galu	negative	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'ne', 'te', 'en', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te']
Tangada & aranaya movie review video uploaded chai bro	neutral	['ne', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'te', 'en']
@Nebraska1920 @naralokesh @ysjagan Aithe PK ni pettukoni gelavamanu Jokesh Babu ni ..... ! ! Gelichi chupinchandi ra .... ! ! K #thalo d #na tarawatha kuda sigu lekundaa vacchi vagadam okati .... Leki na kodukulu antha Balayya laga Bellamkonda m #gu #gelavaleka pothe !	negative	['univ', 'univ', 'univ', 'en', 'en', 'te', 'te', 'ne', 'ne', 'ne', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'univ', 'en', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'univ', 'univ', 'te', 'univ']
Ninnati varuku God Of Masses annollu Ivala Gadidha modxa antunnaru 🤣 🤣	negative	['ne', 'te', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
@lavendarboy Indaake friend ni kalisa , vadu chaalaa bhagundi annadu , problematic ah ?	positive	['univ', 'en', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'univ']
@VRtarak Ntra mari nuvve cheppu em cheyalo .. aa Raj news gadhuu endo BJP anukulam gaa KCR Jai kottadu rasthe danni pattukoni chettha vaagudu vaguthunnaru .. Central theesukunna decisions valle kadaa ra MSP raaka Telangana govt ea decision theesukovalsi vachhindi .. Konchem burra vadandi ra	negative	['univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'en', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'en', 'en', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te']
@depressedsoul95 @KickTwood @MusicThaman Okka song ki scope vundhi ga broo dhaniki kuda reddy ikkada sudu enti bro cheta laga	negative	['univ', 'univ', 'univ', 'te', 'en', 'ne', 'en', 'te', 'te', 'en', 'te', 'te', 'ne', 'te', 'te', 'te', 'en', 'ne', 'te']
Imagine I got a heart from thyview	negative	['en', 'en', 'en', 'en', 'en', 'en', 'en']
I 'm very very happy for this 🤩 🤩	positive	['en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
I have a suggestion to do a video on most awaited ( fans hope soo ) 😍 😍 multi starrers in Tollywood	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'te', 'en', 'en', 'en']
@babayi_abbayi @srikanthh_07 @MamidiManeesh @imVS100 @Mbramesh175 @RcForever81 1st movie ki chesinadaniki sigu leknda 40 yellu vachina tarvta cheyadanki chaalaa teda undi 😂 ayina okka movie lo cheyadaniki 3 4 movies lo cheyadaniki teda leda 😂	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'ne', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'te', 'univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'univ']
@alluarjun @arya_offl North Indian fans ki baga ichaav gaa ... Inka chudu 😍 😍 ⚡ ⚡ #Pushpa #HappyBirthdayAlluArjun	positive	['univ', 'univ', 'en', 'ne', 'en', 'ne', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Brother please make a video that `` what went wrong agnathavasi ''	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'te', 'univ']
@RamCharanEdits @NTR_Edits Endhuku raa vallatho , Siggu lekundaa FC la lo trolls esina entidhi maaku	negative	['univ', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'te', 'te']
Mahesh Babu ki nidra pattadhu . Vaadi movie hit aina kuda competitor movie hit aithe assalu digest cheskoledu . He never wished success of other Sankranthi films while other actors openly wished him success	positive	['ne', 'ne', 'ne', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Babai Ad infinitum , powerplay review akkada ayya 🙄	neutral	['ne', 'en', 'en', 'univ', 'en', 'en', 'te', 'te', 'univ']
@Rajesh86883063 Dengey ra barre inkenni dlms esthaav ra gudhaki siggu lekunda Thuppak 💦 💦 Konchem ayina undaali	negative	['univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'ne', 'univ', 'univ', 'en', 'te', 'te']
Anna mamulagaledhu movie peeks 🔥 😍 😍 surya anna performance 😘 😘 ❤ ️ Surya comeback 😎 🔥 Anna E movie pina separate video teyandi anna 🙏 💯 💥	positive	['te', 'te', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'te', 'en', 'univ', 'univ', 'univ', 'univ', 'ne', 'en', 'univ', 'univ', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'te', 'univ', 'univ', 'univ']
Hlo bro cinema is blockbuster ❤ ️	positive	['te', 'en', 'en', 'en', 'en', 'univ', 'univ']
Bro konni manchi feel good movies Chapandhi	neutral	['en', 'te', 'te', 'en', 'en', 'en', 'te']
#PawanKalyan movies lo smoking drinking aapesi chaalaa manchi pani chesaaru ... Ledhante manalo chaalaa mandhi paadayipoyevaaru aa style ni imitate cheyadam kosam . 🙂 #VakeelSaab | @PawanKalyan #HariHaraVeeraMallu	positive	['univ', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Bro plz decode Upendras direction movies	neutral	['ne', 'en', 'en', 'en', 'en', 'en']
You forgot to mention about Director Prashanth Varma	negative	['en', 'en', 'en', 'en', 'en', 'en', 'ne', 'ne']
@PenuToofan 90mins pattindi ravadaniki baboy aa traffic 🙏 🙏 30mins early ga start ayi manchhi pani ayyindi .	positive	['univ', 'univ', 'te', 'te', 'en', 'te', 'en', 'univ', 'univ', 'univ', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'univ']
Niku enduk nachali bro nani fans ki nachuthe chalu nuve teeyu mari oka cinema 😂 😂	negative	['te', 'te', 'te', 'en', 'te', 'en', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'univ', 'univ']
@charu_nani Manchi pani chesav Naku Frnds leka trolls lo involve avutha em cheyyalo teliyaka anthe	positive	['univ', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te']
E chillar kamarjuna gadi fans chesty chiller panulaki house plant tittadam kadu ummeyalsindi villa meeda E sari na support house plant key chaala sensible gaa matladindi e edhavalu mock chestunna kani	negative	['te', 'en', 'te', 'te', 'en', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te']
Ya in tholubommalata movie thyview is one of the social media partner	neutral	['en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@DHFMB_Sai 😂 😂 😂 Nee edit Kummav gaa evala	positive	['univ', 'univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'te']
Me voicelo change vacchinattundi enti bro	neutral	['en', 'te', 'te', 'te', 'te', 'en']
Cinema bagaledante notlo ucha posi kodatha !	negative	['en', 'te', 'te', 'te', 'te', 'te', 'univ']
@Binged_ @AA_venu789 Evadu BO king aythe entra ipudu . Delete chey hayyiga ey fan wars leknda manchiga undam ante	positive	['univ', 'univ', 'te', 'univ', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te']
@urstrulyMahesh 2 yrs Gap icchav mothaniki sarala late GA vachina hit tho Ra adha chalu maku .	positive	['univ', 'univ', 'en', 'en', 'te', 'te', 'te', 'en', 'univ', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'univ']
@urstrulyroshan Neeketraa hayyiga serieslu chusthunav ga inkem badha	positive	['univ', 'te', 'te', 'en', 'te', 'te', 'te', 'te']
@mandy_pspk @HanuViews @tarak9999 Self troll antey velladega ... 🤣 😂 Anni star lu pettukunnaru 🤣 😂 meGAY star , pawala star , meGAY pawla star , endo inka chaalaa unnai ... 🤣 Papam aa sdt okkadu manchod anukunta .... bayataki meGAY fan laga cover chestunnadu .. lopala ntr fan .. fact 🤙 poyi me starlu chuskondi mundu 🤣 😂 🤙	positive	['univ', 'univ', 'univ', 'en', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'univ', 'univ', 'en', 'en', 'univ', 'te', 'en', 'univ', 'ne', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'en', 'te', 'ne', 'te', 'univ', 'te', 'en', 'en', 'te', 'en', 'te', 'univ', 'te', 'ne', 'en', 'univ', 'en', 'univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ']
bro TANDAV web series review eyandi	neutral	['en', 'univ', 'en', 'en', 'en', 'te']
@NaveedRCF @Rc_girlfan_ @AlwaysAkhilK @AlwaysArs_ @Nanda4everPK @AlwaysAdarsh_ @ManiCharandhfRc Vammo ha chetulu adam petti manchii pani chesav mawa 🚶 🚶 🤣 🤣	positive	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'univ', 'univ', 'univ', 'univ']
Nuvvu ntr lendhi video cheyyav bro Super	negative	['te', 'ne', 'te', 'en', 'te', 'en', 'en']
@ShivagoudAA Ellehe gadida ..... Neeku mokam pagulthadhu hyd vacchi Mari pagalakodatha nv win avvakapothe 😂 😂 😂 😂	negative	['univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ', 'univ', 'univ']
Orey Bujjiga akada relese andhi apu relese andhi please chapu	neutral	['te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'univ']
English subtitles for video is just amazing move	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Chari Anna voice chaala bagund	positive	['ne', 'te', 'en', 'te', 'en']
Bangalore nundi xengesi manchhi pani chesa	positive	['ne', 'te', 'te', 'te', 'te', 'te']
Places , Music , Dog , Amzing , Thinkings Exlent 😎 Time pass Movie 🍿	neutral	['en', 'univ', 'en', 'univ', 'univ', 'univ', 'en', 'univ', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ']
Manchi Pani chesav bowling tisukuni @klrahul11 👍	positive	['te', 'te', 'te', 'en', 'te', 'univ', 'univ']
@Vassutarak9999 Thagindi Ippudu Diginda Late Ga Reply Ichav	positive	['univ', 'te', 'te', 'te', 'en', 'te', 'en', 'te']
Good cinema but climax its too bad	negative	['ne', 'en', 'en', 'en', 'en', 'en', 'en']
@prabhasil23 Nv chesina manchii pani twtr lo idee	positive	['univ', 'te', 'te', 'te', 'ne', 'en', 'te', 'te']
